Repository,Commit_Hash,Rule_ID,Message,Severity,File_Path,Line_No
ohos_material_progress_bar,5f8da26b5f251d0fad588a5aca362f572daca9a4,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,128
ohos_material_progress_bar,75c88236e612854eea329b49e507cbf3b054af4e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,115
ohos_material_progress_bar,75c88236e612854eea329b49e507cbf3b054af4e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,122
ohos_material_progress_bar,75c88236e612854eea329b49e507cbf3b054af4e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,127
ohos_material_progress_bar,75c88236e612854eea329b49e507cbf3b054af4e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,128
ohos_material_progress_bar,ff6388b85944bc87fbfce9118899421319bb6da2,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,115
ohos_material_progress_bar,ff6388b85944bc87fbfce9118899421319bb6da2,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,122
ohos_material_progress_bar,ff6388b85944bc87fbfce9118899421319bb6da2,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,127
ohos_material_progress_bar,ff6388b85944bc87fbfce9118899421319bb6da2,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/MaterialProgressBar/src/main/ets/components/material/smooth/MultiLine.ets,128
ohos_material_progress_bar,9134731102b1e0be1f73b363de01b8fcc5285df5,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,115
ohos_material_progress_bar,9134731102b1e0be1f73b363de01b8fcc5285df5,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,122
ohos_material_progress_bar,9134731102b1e0be1f73b363de01b8fcc5285df5,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,127
ohos_material_progress_bar,9134731102b1e0be1f73b363de01b8fcc5285df5,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,128
ohos_material_progress_bar,95a415ec3dc2552986c3c16ba2ee84b6e264708e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,115
ohos_material_progress_bar,95a415ec3dc2552986c3c16ba2ee84b6e264708e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,122
ohos_material_progress_bar,95a415ec3dc2552986c3c16ba2ee84b6e264708e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,127
ohos_material_progress_bar,95a415ec3dc2552986c3c16ba2ee84b6e264708e,@performance/hp-arkui-no-state-var-access-in-loop,Avoid frequent state variable reads inside loop logic,warn,E:/huawei/project/ohos_material_progress_bar/library/src/main/ets/components/material/smooth/MultiLine.ets,128
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/AllRecord.ets,44
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/AllRecord.ets,47
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/AllRecord.ets,55
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/AllRecord.ets,58
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/contacts/ContactList.ets,178
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/contacts/ContactList.ets,181
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/MissedRecord.ets,43
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/MissedRecord.ets,46
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/MissedRecord.ets,53
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/MissedRecord.ets,56
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,52
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,56
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,201
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,204
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,237
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,241
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/ContactList.ets,160
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/ContactList.ets,163
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/component/contactdetail/DetailCalllog.ets,157
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/component/contactdetail/DetailCalllog.ets,160
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/SingleSelectContactPage.ets,118
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/SingleSelectContactPage.ets,122
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,91
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,95
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,98
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,210
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,213
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,227
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,253
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,257
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,291
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/details/ContactDetail.ets,317
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/details/ContactDetail.ets,390
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/details/ContactDetail.ets,402
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/ContactList.ets,224
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/ContactList.ets,227
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/ContactList.ets,260
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/search/ContactSearch.ets,139
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/search/ContactSearch.ets,142
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/search/ContactSearch.ets,275
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/phone/dialer/Dialer.ets,212
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/phone/dialer/Dialer.ets,215
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/phone/dialer/Dialer.ets,290
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/editFavoriteList.ets,170
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/editFavoriteList.ets,173
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/editFavoriteList.ets,196
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/favoriteList.ets,106
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/favoriteList.ets,109
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/favorites/favoriteList.ets,111
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/SingleSelectContactPage.ets,144
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/SingleSelectContactPage.ets,147
applications_contacts,fee48fba4ea2a320f29af5b59c513620402324a0,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/SingleSelectContactPage.ets,174
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,91
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,95
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,98
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,210
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,213
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,227
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,253
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,257
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-no-stringify-in-lazyforeach-key-generator,Do not use stringify in the key generator function of LazyForEach,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,291
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/details/ContactDetail.ets,317
applications_contacts,01702eebb4cf6b04bf2df295b976abf0216b55fb,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/details/ContactDetail.ets,390
